100,3245421,2881542,pv,1511771412
100,2434962,3897386,pv,1511773049
100,3629289,2881542,pv,1511774038
100,4075065,2881542,pv,1511774179
100,1606258,4098232,buy,1511789940
100,4840649,1029459,buy,1511790130
100,2574432,4896062,pv,1511790389
100,251391,3738615,buy,1511790782
100,510936,1575622,pv,1511790915
100,251391,3738615,pv,1511790928
100,4840649,1029459,pv,1511790973
100,3245421,2881542,pv,1511823877
100,4075065,2881542,pv,1511823917
100,251391,3738615,pv,1511824489
100,1606258,4098232,pv,1511824712
100,4075065,2881542,buy,1511833877
100,4840649,1029459,pv,1511868574
100,251391,3738615,pv,1511868672
100,4075065,2881542,pv,1511868722
100,1606258,4098232,pv,1511868772
100,1046201,3002561,pv,1511868784
100,251391,3738615,pv,1511929658
100,4840649,1029459,pv,1511929671
100,1606258,4098232,pv,1511929678
100,137999,4640311,pv,1512123219
100,1203280,4640311,pv,1512123340
100,2322855,3299155,pv,1512137970
100,4140845,2096639,pv,1512173626
100,3656511,3312150,pv,1512177480
100,2772937,3114694,pv,1512192261
100,2859169,2096639,pv,1512201298
100,1212558,2188684,pv,1512303987
1000,1385281,2352202,pv,1511541853
1000,5120034,1051370,cart,1511542034
1000,1953489,238434,pv,1511543045
1000,408860,551706,pv,1511543246
1000,4590199,4338287,pv,1511543742
1000,1976168,4338287,pv,1511543773
1000,4590199,4338287,pv,1511543777
1000,3722942,1051370,pv,1511570091
1000,3059682,2440115,pv,1511571595
1000,4774231,1312642,pv,1511571599
1000,2599546,3995452,fav,1511571647
1000,1501998,4382196,pv,1511656892
1000,2593031,1029459,pv,1511657118
1000,1797452,3624696,fav,1511657192
1000,3869395,1349561,pv,1511657410
1000,3302343,2342116,pv,1511657664
1000,5120034,1051370,pv,1511744280
1000,1186274,2939262,fav,1511744330
1000,4417931,4558987,pv,1511744491
1000,4769300,2430608,pv,1511745166
1000,2956844,2419959,fav,1511865506
1000,544269,2419959,pv,1511865555
1000,2956844,2419959,pv,1511865567
1000,4402665,1789614,pv,1511865925
1000,3011372,1349561,pv,1511865958
1000,4487355,1653613,fav,1511866709
1000,4185482,1653613,pv,1511874610
1000,2594546,1851156,pv,1511932926
1000,3255674,2440115,pv,1511933559
1000,2153891,1051370,pv,1511935123
1000,1925478,171529,pv,1511944345
1000,4793529,238434,pv,1511967232
1000,4827739,1051370,fav,1511972085
1000,843246,1879194,cart,1511972134
1000,848341,5071267,pv,1511972325
1000,203347,1851156,pv,1511974144
1000,4950759,411153,pv,1512039862
1000,2033067,3579754,pv,1512040022
1000,1822774,3579754,pv,1512040382
1000,543879,3579754,pv,1512040450
1000,462579,3579754,pv,1512040470
1000,1822774,3579754,pv,1512040518
1000,4720367,3579754,pv,1512041216
1000,1520357,3579754,pv,1512041447
1000,1373387,1202097,pv,1512041462
1000,1109842,3579754,pv,1512041625
1000,2196555,2430608,pv,1512042012
1000,4240134,2939262,pv,1512042734
1000,1907674,1851156,pv,1512042775
1000,1922292,4993094,fav,1512042934
1000,2033067,3579754,pv,1512043285
1000,4778761,2982027,pv,1512043597
1000,2663756,1299190,pv,1512043850
1000,4064135,1299190,fav,1512043880
1000,2663756,1299190,pv,1512043956
1000,620939,2352202,pv,1512043971
1000,2339773,1851156,pv,1512044079
1000,4444531,1851156,pv,1512044242
1000,694225,807138,pv,1512044563
1000,4599135,245312,pv,1512228047
1000,3532002,1299190,pv,1512228210
1000,3872382,1879194,fav,1512228264
1000,2412328,1879194,pv,1512228361
1000,3532002,1299190,pv,1512228449
1000,3877041,5053508,pv,1512228777
1000,308742,1864538,pv,1512229535
1000,3214150,5071267,pv,1512229711
1000,2340930,1051370,fav,1512229780
1000,1409153,5071267,pv,1512229806
1000,2340930,1051370,pv,1512230614
1000,1585986,1299190,pv,1512230625
1000,3259125,1851156,fav,1512230930
1000,3595165,1879194,pv,1512261579
1000,3899295,1879194,pv,1512261591
1000,2757984,1879194,pv,1512261604
1000,4236281,1879194,pv,1512261632
1000,3595165,1879194,pv,1512261670
1000,1064699,337243,pv,1512262246
1000,3172476,5071267,fav,1512262537
1000,1420706,2322253,pv,1512263754
1000,3507039,2086128,pv,1512263887
1000001,1649625,4145813,pv,1511800929
1000001,250452,4145813,pv,1511802582
1000001,1649625,4145813,pv,1511802711
1000001,3093290,4145813,pv,1511837788
1000001,4343896,4756105,pv,1511881700
1000001,3132168,154040,pv,1511881851
1000001,1582853,4173315,pv,1511881921
1000001,4567929,154040,pv,1511881980
1000001,2895228,154040,pv,1511882067
1000001,823063,154040,pv,1511882139
1000001,2999487,1973012,pv,1511924532
1000001,1339050,4145813,pv,1511964945
1000001,4636765,3004853,pv,1511965566
1000001,2428634,3004853,pv,1511965748
1000001,4636765,3004853,pv,1511965786
1000001,1112446,3004853,pv,1511965811
